Period	Data_value	Type
2010.11	2.12	106
2010.12	2.26	106
2011.01	2.4	106
2011.02	2.25	106
2011.03	2.22	106
2011.04	2.25	106
2011.05	2.28	106
2011.06	2.18	106
2011.07	2.08	106
2011.08	2.17	106
2011.09	2.17	106
2011.1	2.28	106
2011.11	2.38	106
2011.12	2.44	106
2012.01	2.49	106
2012.02	2.15	106
2012.03	1.87	106
2012.04	1.76	106
2012.05	1.66	106
2012.06	1.65	106
2012.07	1.67	106
2012.08	1.63	106
2012.09	1.65	106
2012.1	1.66	106
2012.11	1.8	106
2012.12	2.07	106
2013.01	2.19	106
2013.02	2.13	106
2013.03	2.03	106
2013.04	1.94	106
2013.05	1.95	106
2013.06	1.9	106
2013.07	1.88	106
2013.08	1.93	106
2013.09	1.94	106
2013.1	1.98	106
2013.11	2.1	106
2013.12	2.33	106
2014.01	2.34	106
2014.02	2.25	106
2014.03	2.23	106
2014.04	2.09	106
2014.05	2.06	106
2014.06	2.01	106
2014.07	1.98	106
2014.08	1.92	106
2014.09	1.91	106
2014.1	1.74	106
2014.11	2.02	106
2014.12	2.08	106
2015.01	2.25	106
2015.02	2.09	106
2015.03	2.06	106
2015.04	2.04	106
2015.05	1.95	106
2015.06	1.88	106
2015.07	1.81	106
2015.08	1.84	106
2015.09	1.87	106
2015.1	2	106
2015.11	2.28	106
2015.12	2.52	106
2016.01	2.59	106
2016.02	2.38	106
2016.03	2.26	106
2016.04	2.16	106
2016.05	2.15	106
2016.06	2.11	106
2016.07	2.04	106
2016.08	2.13	106
2016.09	2.24	106
2016.1	2.21	106
2016.11	2.3	106
2016.12	2.53	106
2017.01	2.87	106
2017.02	2.8	106
2017.03	2.54	106
2017.04	2.36	106
2017.05	2.14	106
2017.06	2.12	106
2017.07	2.07	106
2017.08	2.16	106
2017.09	2.03	106
2017.1	1.96	106
2017.11	1.99	106
2017.12	1.99	106
2018.01	2.14	106
2018.02	2.26	106
2018.03	2.19	106
2018.04	2.17	106
2018.05	2.11	106
2018.06	2.05	106
2018.07	1.96	106
2018.08	2.13	106
2011.07	2.72	107
2011.08	2.85	107
2011.09	2.67	107
2011.1	2.76	107
2011.11	2.72	107
2011.12	2.51	107
2012.01	2.58	107
2012.02	2.79	107
2012.03	2.71	107
2012.04	2.67	107
2012.05	2.63	107
2012.06	2.66	107
2012.07	2.75	107
2012.08	2.88	107
2012.09	2.82	107
2012.1	2.86	107
2012.11	2.96	107
2012.12	2.75	107
2013.01	2.89	107
2013.02	2.85	107
2013.03	2.81	107
2013.04	2.62	107
2013.05	2.77	107
2013.06	2.84	107
2013.07	2.81	107
2013.08	2.79	107
2013.09	2.83	107
2013.1	2.85	107
2013.11	2.78	107
2013.12	2.75	107
2014.01	2.97	107
2014.02	2.87	107
2014.03	2.63	107
2014.04	2.75	107
2014.05	2.96	107
2014.06	2.96	107
2014.07	2.93	107
2014.08	2.96	107
2014.09	2.82	107
2014.1	2.88	107
2014.11	2.59	107
2014.12	2.84	107
2015.01	2.91	107
2015.02	2.66	107
2015.03	2.69	107
2015.04	2.72	107
2015.05	2.83	107
2015.06	2.72	107
2015.07	2.67	107
2015.08	2.57	107
2015.09	2.75	107
2015.1	2.7	107
2015.11	2.61	107
2015.12	2.55	107
2016.01	2.72	107
2016.02	2.69	107
2016.03	2.69	107
2016.04	2.55	107
2016.05	2.73	107
2016.06	2.88	107
2016.07	2.8	107
2016.08	2.67	107
2016.09	2.91	107
2016.1	2.93	107
2016.11	2.81	107
2016.12	2.68	107
2017.01	2.89	107
2017.02	2.79	107
2017.03	2.87	107
2017.04	2.68	107
2017.05	2.93	107
2017.06	2.79	107
2017.07	2.77	107
2017.08	2.61	107
2017.09	2.96	107
2017.1	2.56	107
2017.11	2.54	107
2017.12	2.52	107
2018.01	2.66	107
2018.02	2.48	107
2018.03	2.4	107
2018.04	2.52	107
2018.05	2.48	107
2018.06	2.49	107
2018.07	2.53	107
2018.08	2.44	107
2007.02	3.26	108
2007.03	3.2	108
2007.04	3	108
2007.05	3.07	108
2007.06	3.21	108
2007.07	3.22	108
2007.08	3.15	108
2007.09	3.19	108
2007.1	2.97	108
2007.11	3.07	108
2007.12	3.23	108
2008.01	3.11	108
2008.02	3.22	108
2008.03	3.31	108
2008.04	3.27	108
2008.05	3.42	108
2008.06	3.35	108
2008.07	3.27	108
2008.08	3.37	108
2008.09	3.34	108
2008.1	3.55	108
2008.11	3.56	108
2008.12	3.44	108
2009.01	3.57	108
2009.02	3.58	108
2009.03	3.43	108
2009.04	3.53	108
2009.05	3.47	108
2009.06	3.52	108
2009.07	3.66	108
2009.08	3.35	108
2009.09	3.55	108
2009.1	3.44	108
2009.11	3.51	108
2009.12	3.53	108
2010.01	3.44	108
2010.02	3.31	108
2010.03	3.45	108
2010.04	3.32	108
2010.05	3.51	108
2010.06	3.44	108
2010.07	3.35	108
2010.08	3.55	108
2010.09	3.38	108
2010.1	3.62	108
2010.11	3.68	108
2010.12	3.41	108
2011.01	3.68	108
2011.02	3.59	108
2011.03	3.88	108
2011.04	3.87	108
2011.05	3.62	108
2011.06	3.86	108
2011.07	3.64	108
2011.08	3.79	108
2011.09	3.56	108
2011.1	3.8	108
2011.11	3.73	108
2011.12	3.57	108
2012.01	3.64	108
2012.02	3.73	108
2012.03	3.64	108
2012.04	3.76	108
2012.05	3.83	108
2012.06	3.47	108
2012.07	4.01	108
2012.08	3.9	108
2012.09	3.77	108
2012.1	3.4	108
2012.11	3.58	108
2012.12	3.45	108
2013.01	3.95	108
2013.02	4.06	108
2013.03	3.74	108
2013.04	3.57	108
2013.05	3.74	108
2013.06	3.44	108
2013.07	3.49	108
2013.08	3.43	108
2013.09	4.2	108
2013.1	3.53	108
2013.11	3.4	108
2013.12	3.99	108
2014.01	3.6	108
2014.02	3.5	108
2014.03	3.71	108
2014.04	3.37	108
2014.05	3.9	108
2014.06	3.44	108
2014.07	3.52	108
2014.08	3.15	108
2014.09	2.97	108
2014.1	3.39	108
2014.11	3.73	108
2014.12	3.67	108
2015.01	3.47	108
2015.02	3.7	108
2015.03	3.5	108
2015.04	3.54	108
2015.05	3.96	108
2015.06	3.5	108
2015.07	3.51	108
2015.08	3.26	108
2015.09	3.34	108
2015.1	3.29	108
2015.11	3.49	108
2015.12	3.23	108
2016.01	3.12	108
2016.02	3.4	108
2016.03	3.29	108
2016.04	3.24	108
2016.05	3.7	108
2016.06	3.62	108
2016.07	3.41	108
2016.08	3.45	108
2016.09	3.31	108
2016.1	3.27	108
2016.11	3.84	108
2016.12	3.63	108
2017.01	3.41	108
2017.02	3.68	108
2017.03	3.44	108
2017.04	3.61	108
2017.05	3.86	108
2017.06	3.5	108
2017.07	3.56	108
2017.08	3.39	108
2017.09	3.51	108
2017.1	3.58	108
2017.11	3.54	108
2017.12	3.62	108
2018.01	3.48	108
2018.02	3.7	108
2018.03	3.54	108
2018.04	3.51	108
2018.05	3.51	108
2018.06	3.45	108
2018.07	3.72	108
2018.08	3.78	108
2007.02	5.53	109
2007.03	5.29	109
2007.04	5.02	109
2007.05	4.86	109
2007.06	4.77	109
2007.07	4.55	109
2007.08	4.47	109
2007.09	4.4	109
2007.1	4.68	109
2007.11	5.3	109
2007.12	5.65	109
2008.01	5.78	109
2008.02	5.76	109
2008.03	5.62	109
2008.04	5.69	109
2008.05	5.47	109
2008.06	4.87	109
2008.07	4.97	109
2008.08	4.92	109
2008.09	4.76	109
2008.1	5.08	109
2008.11	5.8	109
2008.12	5.95	109
2009.01	6.05	109
2009.02	6.05	109
2009.03	5.67	109
2009.04	5.14	109
2009.05	5.06	109
2009.06	4.68	109
2009.07	5.03	109
2009.08	5.08	109
2009.09	5.14	109
2009.1	5.82	109
2009.11	6.35	109
2009.12	6.42	109
2010.01	6.46	109
2010.02	6.36	109
2010.03	5.83	109
2010.04	5.64	109
2010.05	5.17	109
2010.06	5.13	109
2010.07	4.77	109
2010.08	5.3	109
2010.09	5.15	109
2010.1	5.66	109
2010.11	5.77	109
2010.12	5.95	109
2011.01	5.99	109
2011.02	5.95	109
2011.03	5.83	109
2011.04	5.61	109
2011.05	5.64	109
2011.06	5.54	109
2011.07	5.52	109
2011.08	5.81	109
2011.09	5.89	109
2011.1	6.22	109
2011.11	6.26	109
2011.12	6.2	109
2012.01	6.48	109
2012.02	6.23	109
2012.03	5.75	109
2012.04	5.47	109
2012.05	5.46	109
2012.06	5.23	109
2012.07	5.49	109
2012.08	5.18	109
2012.09	5.27	109
2012.1	6.04	109
2012.11	6.32	109
2012.12	6.06	109
2013.01	6.07	109
2013.02	6	109
2013.03	5.99	109
2013.04	5.81	109
2013.05	5.76	109
2013.06	5.59	109
2013.07	5.63	109
2013.08	5.36	109
2013.09	5.37	109
2013.1	5.49	109
2013.11	5.92	109
2013.12	5.87	109
2014.01	5.81	109
2014.02	5.7	109
2014.03	5.92	109
2014.04	5.67	109
2014.05	5.67	109
2014.06	5.54	109
2014.07	5.59	109
2014.08	5.89	109
2014.09	6.46	109
2014.1	6.48	109
2014.11	6.26	109
2014.12	6.33	109
2015.01	6.43	109
2015.02	6.33	109
2015.03	6.27	109
2015.04	6.02	109
2015.05	5.81	109
2015.06	5.78	109
2015.07	5.43	109
2015.08	5.32	109
2015.09	5.21	109
2015.1	5.12	109
2015.11	5.61	109
2015.12	5.74	109
2016.01	5.9	109
2016.02	5.87	109
2016.03	5.73	109
2016.04	5.58	109
2016.05	5.3	109
2016.06	5.04	109
2016.07	5.03	109
2016.08	5.06	109
2016.09	5.31	109
2016.1	5.36	109
2016.11	5.47	109
2016.12	5.45	109
2017.01	5.33	109
2017.02	5.57	109
2017.03	5.67	109
2017.04	5.51	109
2017.05	5.56	109
2017.06	5.28	109
2017.07	5.25	109
2017.08	5.43	109
2017.09	5.78	109
2017.1	5.79	109
2017.11	5.99	109
2017.12	6.07	109
2018.01	6.09	109
2018.02	5.91	109
2018.03	5.92	109
2018.04	5.84	109
2018.05	5.95	109
2018.06	5.43	109
2018.07	5.4	109
2018.08	5.5	109
2007.02	2.67	110
2007.03	2.74	110
2007.04	2.56	110
2007.05	2.78	110
2007.06	2.61	110
2007.07	2.5	110
2007.08	2.5	110
2007.09	2.54	110
2007.1	2.57	110
2007.11	2.65	110
2007.12	2.57	110
2008.01	2.63	110
2008.02	2.55	110
2008.03	2.52	110
2008.04	2.57	110
2008.05	2.45	110
2008.06	2.5	110
2008.07	2.72	110
2008.08	2.63	110
2008.09	2.58	110
2008.1	2.45	110
2008.11	2.62	110
2008.12	2.6	110
2009.01	2.57	110
2009.02	2.59	110
2009.03	2.63	110
2009.04	2.51	110
2009.05	2.67	110
2009.06	2.61	110
2009.07	2.62	110
2009.08	2.66	110
2009.09	2.68	110
2009.1	2.6	110
2009.11	2.58	110
2009.12	2.54	110
2010.01	2.6	110
2010.02	2.48	110
2010.03	2.65	110
2010.04	2.59	110
2010.05	2.55	110
2010.06	2.6	110
2010.07	2.7	110
2010.08	2.68	110
2010.09	2.46	110
2010.1	2.63	110
2010.11	2.61	110
2010.12	2.73	110
2011.01	2.64	110
2011.02	2.47	110
2011.03	2.4	110
2011.04	2.52	110
2011.05	2.53	110
2011.06	2.68	110
2011.07	2.6	110
2011.08	2.63	110
2011.09	2.68	110
2011.1	2.53	110
2011.11	2.52	110
2011.12	2.55	110
2012.01	2.38	110
2012.02	2.56	110
2012.03	2.7	110
2012.04	2.63	110
2012.05	2.7	110
2012.06	2.76	110
2012.07	2.62	110
2012.08	2.6	110
2012.09	2.5	110
2012.1	2.74	110
2012.11	2.63	110
2012.12	2.5	110
2013.01	2.7	110
2013.02	2.65	110
2013.03	2.64	110
2013.04	2.58	110
2013.05	2.71	110
2013.06	2.59	110
2013.07	2.5	110
2013.08	2.57	110
2013.09	2.52	110
2013.1	2.65	110
2013.11	2.57	110
2013.12	2.65	110
2014.01	2.67	110
2014.02	2.63	110
2014.03	2.66	110
2014.04	2.73	110
2014.05	2.72	110
2014.06	2.53	110
2014.07	2.71	110
2014.08	2.72	110
2014.09	2.63	110
2014.1	2.63	110
2014.11	2.66	110
2014.12	2.67	110
2015.01	2.69	110
2015.02	2.74	110
2015.03	2.82	110
2015.04	2.63	110
2015.05	2.72	110
2015.06	2.78	110
2015.07	2.81	110
2015.08	2.68	110
2015.09	2.88	110
2015.1	2.76	110
2015.11	2.85	110
2015.12	2.58	110
2016.01	2.56	110
2016.02	2.63	110
2016.03	2.65	110
2016.04	2.52	110
2016.05	2.81	110
2016.06	2.61	110
2016.07	2.79	110
2016.08	2.64	110
2016.09	2.59	110
2016.1	2.58	110
2016.11	2.55	110
2016.12	2.9	110
2017.01	2.48	110
2017.02	2.55	110
2017.03	2.54	110
2017.04	2.44	110
2017.05	2.46	110
2017.06	2.51	110
2017.07	2.34	110
2017.08	2.58	110
2017.09	2.58	110
2017.1	2.51	110
2017.11	2.42	110
2017.12	2.67	110
2018.01	2.74	110
2018.02	2.51	110
2018.03	2.35	110
2018.04	2.71	110
2018.05	2.5	110
2018.06	2.38	110
2018.07	2.52	110
2018.08	2.45	110
2007.02	2.58	111
2007.03	2.68	111
2007.04	2.59	111
2007.05	2.55	111
2007.06	2.59	111
2007.07	2.59	111
2007.08	2.65	111
2007.09	2.69	111
2007.1	2.62	111
2007.11	2.79	111
2007.12	2.81	111
2008.01	2.66	111
2008.02	2.66	111
2008.03	2.62	111
2008.04	2.7	111
2008.05	2.73	111
2008.06	2.72	111
2008.07	2.71	111
2008.08	2.65	111
2008.09	2.74	111
2008.1	2.87	111
2008.11	2.83	111
2008.12	2.87	111
2009.01	2.93	111
2009.02	2.88	111
2009.03	2.99	111
2009.04	2.97	111
2009.05	2.93	111
2009.06	3	111
2009.07	3.12	111
2009.08	3.04	111
2009.09	2.98	111
2009.1	2.96	111
2009.11	3.03	111
2009.12	2.98	111
2010.01	2.99	111
2010.02	2.94	111
2010.03	2.93	111
2010.04	2.92	111
2010.05	2.87	111
2010.06	2.87	111
2010.07	2.87	111
2010.08	2.79	111
2010.09	2.93	111
2010.1	2.83	111
2010.11	2.92	111
2010.12	3.02	111
2011.01	2.97	111
2011.02	3.12	111
2011.03	2.83	111
2011.04	3.05	111
2011.05	3.04	111
2011.06	3.1	111
2011.07	2.89	111
2011.08	2.97	111
2011.09	3.06	111
2011.1	3.01	111
2011.11	2.87	111
2011.12	3.01	111
2012.01	3.05	111
2012.02	3.19	111
2012.03	2.98	111
2012.04	3.14	111
2012.05	2.96	111
2012.06	3.15	111
2012.07	2.92	111
2012.08	2.93	111
2012.09	2.94	111
2012.1	2.98	111
2012.11	2.83	111
2012.12	2.9	111
2013.01	3.09	111
2013.02	2.94	111
2013.03	2.94	111
2013.04	2.89	111
2013.05	2.85	111
2013.06	2.97	111
2013.07	2.92	111
2013.08	2.95	111
2013.09	3.09	111
2013.1	3.01	111
2013.11	3.18	111
2013.12	3.03	111
2014.01	2.97	111
2014.02	3.12	111
2014.03	3.07	111
2014.04	3.02	111
2014.05	3.02	111
2014.06	2.99	111
2014.07	3.01	111
2014.08	3.17	111
2014.09	3.1	111
2014.1	3.12	111
2014.11	3.27	111
2014.12	3.3	111
2015.01	3.19	111
2015.02	3.22	111
2015.03	3.19	111
2015.04	3.06	111
2015.05	3.19	111
2015.06	3.03	111
2015.07	2.99	111
2015.08	3.17	111
2015.09	3.21	111
2015.1	3.13	111
2015.11	3.12	111
2015.12	3.2	111
2016.01	3.16	111
2016.02	3.17	111
2016.03	3.15	111
2016.04	3.19	111
2016.05	3.15	111
2016.06	2.99	111
2016.07	2.84	111
2016.08	2.89	111
2016.09	2.87	111
2016.1	2.9	111
2016.11	2.88	111
2016.12	2.99	111
2017.01	3.01	111
2017.02	2.92	111
2017.03	3.01	111
2017.04	2.89	111
2017.05	2.86	111
2017.06	2.84	111
2017.07	2.88	111
2017.08	2.88	111
2017.09	2.92	111
2017.1	2.86	111
2017.11	2.97	111
2017.12	3.05	111
2018.01	2.97	111
2018.02	2.94	111
2018.03	3.04	111
2018.04	2.97	111
2018.05	2.91	111
2018.06	2.84	111
2018.07	2.87	111
2018.08	2.93	111
2007.02	4.54	112
2007.03	4.43	112
2007.04	4.51	112
2007.05	4.53	112
2007.06	4.49	112
2007.07	4.46	112
2007.08	4.62	112
2007.09	4.57	112
2007.1	4.81	112
2007.11	4.67	112
2007.12	4.57	112
2008.01	4.72	112
2008.02	4.7	112
2008.03	4.8	112
2008.04	4.85	112
2008.05	4.66	112
2008.06	4.85	112
2008.07	4.84	112
2008.08	4.76	112
2008.09	4.77	112
2008.1	4.83	112
2008.11	5.01	112
2008.12	4.91	112
2009.01	5.15	112
2009.02	5.03	112
2009.03	5.01	112
2009.04	4.98	112
2009.05	4.93	112
2009.06	4.97	112
2009.07	5.05	112
2009.08	4.78	112
2009.09	4.92	112
2009.1	5	112
2009.11	4.97	112
2009.12	4.79	112
2010.01	4.98	112
2010.02	5	112
2010.03	4.75	112
2010.04	5	112
2010.05	4.95	112
2010.06	4.93	112
2010.07	5.01	112
2010.08	5.08	112
2010.09	5	112
2010.1	5.13	112
2010.11	5.15	112
2010.12	5.04	112
2011.01	5.23	112
2011.02	5.18	112
2011.03	5	112
2011.04	5.12	112
2011.05	5.05	112
2011.06	5.31	112
2011.07	5.23	112
2011.08	5.23	112
2011.09	5.13	112
2011.1	5.39	112
2011.11	5.16	112
2011.12	5.3	112
2012.01	5.1	112
2012.02	5.47	112
2012.03	5.07	112
2012.04	5.27	112
2012.05	5.41	112
2012.06	5.06	112
2012.07	5.35	112
2012.08	5.11	112
2012.09	5.06	112
2012.1	5.16	112
2012.11	4.97	112
2012.12	5.08	112
2013.01	5.25	112
2013.02	5.12	112
2013.03	5.14	112
2013.04	5.13	112
2013.05	5.28	112
2013.06	5.33	112
2013.07	5.19	112
2013.08	5.21	112
2013.09	5.12	112
2013.1	5.19	112
2013.11	5.1	112
2013.12	5.09	112
2014.01	5.36	112
2014.02	5.1	112
2014.03	5.2	112
2014.04	5.04	112
2014.05	4.95	112
2014.06	5.22	112
2014.07	5.01	112
2014.08	5.13	112
2014.09	5.1	112
2014.1	5.05	112
2014.11	5.22	112
2014.12	5.17	112
2015.01	4.92	112
2015.02	5.21	112
2015.03	5.22	112
2015.04	5.19	112
2015.05	4.99	112
2015.06	4.99	112
2015.07	4.99	112
2015.08	5.27	112
2015.09	5.16	112
2015.1	5.22	112
2015.11	5.06	112
2015.12	5	112
2016.01	5.12	112
2016.02	5.17	112
2016.03	5.03	112
2016.04	5.38	112
2016.05	5.15	112
2016.06	5.21	112
2016.07	4.93	112
2016.08	5.1	112
2016.09	5.08	112
2016.1	5.15	112
2016.11	5.28	112
2016.12	4.81	112
2017.01	5.25	112
2017.02	5.17	112
2017.03	4.93	112
2017.04	5.26	112
2017.05	5	112
2017.06	5.1	112
2017.07	5.15	112
2017.08	5.3	112
2017.09	5.2	112
2017.1	5.2	112
2017.11	5.26	112
2017.12	4.96	112
2018.01	5.32	112
2018.02	5.28	112
2018.03	5.35	112
2018.04	5.17	112
2018.05	5.33	112
2018.06	5.35	112
2018.07	5.26	112
2018.08	5.25	112
2007.02	3.92	113
2007.03	2.76	113
2007.04	2.5	113
2007.05	2.76	113
2007.06	2.85	113
2007.07	3.13	113
2007.08	3.33	113
2007.09	3.29	113
2007.1	3.41	113
2007.11	3.76	113
2007.12	4.14	113
2008.01	4.03	113
2008.02	3.78	113
2008.03	2.84	113
2008.04	2.7	113
2008.05	3	113
2008.06	3.46	113
2008.07	3.41	113
2008.08	3.62	113
2008.09	3.88	113
2008.1	3.91	113
2008.11	5.22	113
2008.12	5.96	113
2009.01	5.02	113
2009.02	3.95	113
2009.03	3.13	113
2009.04	2.76	113
2009.05	2.81	113
2009.06	3.08	113
2009.07	3.17	113
2009.08	3.42	113
2009.09	3.65	113
2009.1	3.67	113
2009.11	4.08	113
2009.12	4.35	113
2010.01	4.13	113
2010.02	3.64	113
2010.03	2.9	113
2010.04	2.77	113
2010.05	3.08	113
2010.06	3.29	113
2010.07	3.31	113
2010.08	3.61	113
2010.09	3.69	113
2010.1	3.71	113
2010.11	4.08	113
2010.12	4.36	113
2011.01	4.46	113
2011.02	3.74	113
2011.03	2.99	113
2011.04	2.87	113
2011.05	2.77	113
2011.06	2.99	113
2011.07	3.12	113
2011.08	3.36	113
2011.09	3.39	113
2011.1	3.45	113
2011.11	3.56	113
2011.12	3.91	113
2012.01	3.96	113
2012.02	3.75	113
2012.03	3.22	113
2012.04	2.83	113
2012.05	2.94	113
2012.06	3.18	113
2012.07	3.45	113
2012.08	3.77	113
2012.09	3.73	113
2012.1	3.84	113
2012.11	4.5	113
2012.12	4.74	113
2013.01	4.53	113
2013.02	4.04	113
2013.03	3.22	113
2013.04	2.88	113
2013.05	3.02	113
2013.06	2.99	113
2013.07	3.28	113
2013.08	3.46	113
2013.09	3.47	113
2013.1	3.7	113
2013.11	3.87	113
2013.12	4.02	113
2014.01	3.9	113
2014.02	3.85	113
2014.03	3.08	113
2014.04	2.92	113
2014.05	3.16	113
2014.06	3.21	113
2014.07	3.43	113
2014.08	3.53	113
2014.09	3.72	113
2014.1	3.84	113
2014.11	4.23	113
2014.12	4.76	113
2015.01	4.87	113
2015.02	4.53	113
2015.03	3.66	113
2015.04	3.29	113
2015.05	3.29	113
2015.06	3.36	113
2015.07	3.65	113
2015.08	3.62	113
2015.09	3.78	113
2015.1	3.86	113
2015.11	4.26	113
2015.12	4.47	113
2016.01	4.76	113
2016.02	4.44	113
2016.03	3.56	113
2016.04	3.13	113
2016.05	3.16	113
2016.06	3.23	113
2016.07	3.31	113
2016.08	3.66	113
2016.09	3.67	113
2016.1	3.71	113
2016.11	3.84	113
2016.12	4.31	113
2017.01	4.9	113
2017.02	4.85	113
2017.03	3.77	113
2017.04	3.42	113
2017.05	3.54	113
2017.06	3.8	113
2017.07	4	113
2017.08	4.06	113
2017.09	4.05	113
2017.1	4.05	113
2017.11	4.07	113
2017.12	4.31	113
2018.01	4.56	113
2018.02	4.14	113
2018.03	3.48	113
2018.04	3.14	113
2018.05	3.18	113
2018.06	3.43	113
2018.07	3.55	113
2018.08	3.81	113
2007.02	1.42	114
2007.03	1.41	114
2007.04	1.34	114
2007.05	1.33	114
2007.06	1.35	114
2007.07	1.36	114
2007.08	1.29	114
2007.09	1.3	114
2007.1	1.19	114
2007.11	1.29	114
2007.12	1.23	114
2008.01	1.22	114
2008.02	1.27	114
2008.03	1.22	114
2008.04	1.18	114
2008.05	1.22	114
2008.06	1.35	114
2008.07	1.31	114
2008.08	1.38	114
2008.09	1.35	114
2008.1	1.3	114
2008.11	1.32	114
2008.12	1.29	114
2009.01	1.33	114
2009.02	1.32	114
2009.03	1.38	114
2009.04	1.4	114
2009.05	1.49	114
2009.06	1.33	114
2009.07	1.48	114
2009.08	1.78	114
2009.09	1.71	114
2009.1	1.68	114
2009.11	1.62	114
2009.12	1.65	114
2010.01	1.53	114
2010.02	1.56	114
2010.03	1.61	114
2010.04	1.6	114
2010.05	1.63	114
2010.06	1.66	114
2010.07	1.58	114
2010.08	1.67	114
2010.09	1.59	114
2010.1	1.73	114
2010.11	1.69	114
2010.12	1.7	114
2011.01	1.66	114
2011.02	1.7	114
2011.03	1.72	114
2011.04	1.78	114
2011.05	1.73	114
2011.06	1.79	114
2011.07	1.65	114
2011.08	1.76	114
2011.09	1.74	114
2011.1	1.73	114
2011.11	1.75	114
2011.12	1.77	114
2012.01	1.8	114
2012.02	1.75	114
2012.03	1.79	114
2012.04	1.8	114
2012.05	1.77	114
2012.06	1.83	114
2012.07	1.7	114
2012.08	1.78	114
2012.09	1.72	114
2012.1	1.76	114
2012.11	1.61	114
2012.12	1.81	114
2013.01	1.73	114
2013.02	1.81	114
2013.03	1.71	114
2013.04	1.77	114
2013.05	1.72	114
2013.06	1.84	114
2013.07	1.82	114
2013.08	1.82	114
2013.09	1.82	114
2013.1	1.84	114
2013.11	1.63	114
2013.12	1.71	114
2014.01	1.69	114
2014.02	1.75	114
2014.03	1.59	114
2014.04	1.66	114
2014.05	1.67	114
2014.06	1.75	114
2014.07	1.73	114
2014.08	1.74	114
2014.09	1.72	114
2014.1	1.79	114
2014.11	1.54	114
2014.12	1.73	114
2015.01	1.67	114
2015.02	1.66	114
2015.03	1.66	114
2015.04	1.75	114
2015.05	1.69	114
2015.06	1.81	114
2015.07	1.69	114
2015.08	1.66	114
2015.09	1.71	114
2015.1	1.79	114
2015.11	1.74	114
2015.12	1.85	114
2016.01	1.8	114
2016.02	1.85	114
2016.03	1.8	114
2016.04	1.81	114
2016.05	1.96	114
2016.06	1.9	114
2016.07	2.04	114
2016.08	1.98	114
2016.09	2	114
2016.1	1.96	114
2016.11	2.08	114
2016.12	2.08	114
2017.01	2.15	114
2017.02	2.01	114
2017.03	2.05	114
2017.04	2.18	114
2017.05	2.09	114
2017.06	2.12	114
2017.07	2.13	114
2017.08	2.17	114
2017.09	2.1	114
2017.1	2.19	114
2017.11	2.14	114
2017.12	2.04	114
2018.01	2.11	114
2018.02	2.01	114
2018.03	2	114
2018.04	2.13	114
2018.05	2.17	114
2018.06	1.98	114
2018.07	2.05	114
2018.08	2.05	114
2008.07	3.01	115
2008.08	2.99	115
2008.09	2.94	115
2008.1	3.15	115
2008.11	3.27	115
2008.12	3.47	115
2009.01	3.63	115
2009.02	3.52	115
2009.03	3.5	115
2009.04	3.46	115
2009.05	3.56	115
2009.06	3.61	115
2009.07	3.63	115
2009.08	3.68	115
2009.09	3.68	115
2009.1	3.45	115
2009.11	3.24	115
2009.12	3.36	115
2010.01	3.65	115
2010.02	3.68	115
2010.03	3.46	115
2010.04	3.48	115
2010.05	3.29	115
2010.06	3.39	115
2010.07	3.34	115
2010.08	3.72	115
2010.09	3.66	115
2010.1	3.4	115
2010.11	3.12	115
2010.12	3.46	115
2011.01	3.53	115
2011.02	3.41	115
2011.03	3.22	115
2011.04	3.27	115
2011.05	3.17	115
2011.06	3.31	115
2011.07	3.44	115
2011.08	3.44	115
2011.09	3.4	115
2011.1	3.6	115
2011.11	3.26	115
2011.12	3.25	115
2012.01	3.37	115
2012.02	3.35	115
2012.03	3.24	115
2012.04	3.32	115
2012.05	3.49	115
2012.06	2.88	115
2012.07	2.88	115
2012.08	3.15	115
2012.09	3.44	115
2012.1	3.54	115
2012.11	3.23	115
2012.12	2.82	115
2013.01	3.32	115
2013.02	3.14	115
2013.03	3.05	115
2013.04	3.09	115
2013.05	2.97	115
2013.06	3.17	115
2013.07	3.3	115
2013.08	3.25	115
2013.09	3.35	115
2013.1	3.11	115
2013.11	3.2	115
2013.12	3.16	115
2014.01	3.57	115
2014.02	3.9	115
2014.03	3.42	115
2014.04	3.31	115
2014.05	3.23	115
2014.06	3.09	115
2014.07	3.31	115
2014.08	3.44	115
2014.09	3.5	115
2014.1	3.23	115
2014.11	3.6	115
2014.12	3.14	115
2015.01	3.45	115
2015.02	3.32	115
2015.03	3.13	115
2015.04	2.99	115
2015.05	2.77	115
2015.06	2.96	115
2015.07	3.14	115
2015.08	3.2	115
2015.09	3.19	115
2015.1	3.37	115
2015.11	3.51	115
2015.12	3.59	115
2016.01	3.62	115
2016.02	3.49	115
2016.03	3.4	115
2016.04	3.34	115
2016.05	3.14	115
2016.06	2.89	115
2016.07	3.06	115
2016.08	3.16	115
2016.09	3.12	115
2016.1	3.13	115
2016.11	3.19	115
2016.12	3.11	115
2017.01	3.28	115
2017.02	3.41	115
2017.03	3.36	115
2017.04	3.3	115
2017.05	3.14	115
2017.06	2.96	115
2017.07	2.98	115
2017.08	3.21	115
2017.09	3.46	115
2017.1	3.4	115
2017.11	3.52	115
2017.12	3.44	115
2018.01	3.38	115
2018.02	3.19	115
2018.03	3.33	115
2018.04	3.22	115
2018.05	2.97	115
2018.06	2.96	115
2018.07	3.07	115
